customer_id,customer_name,gender,age,city,state,annual_income,signup_date,loyalty_status,days_since_signup,days_since_last_purchase,transaction_id,transaction_date,store_id,store_type,payment_method,total_items,total_sales_per_transaction,total_profit_per_transaction,total_cost,product_id,product_name,category,unit_price,quantity,satisfaction_score,store_sales,store_profit,daily_footfall,purchase_frequency,total_items_bought,cumulative_spending,cumulative_cost,average_order_value
CUST00135,Pahal Chad,Female,28,Jorhat,Assam,4761065,13-05-2020,Regular,1747,50,TRANS03071,24-09-2023,STORE0050,Online,UPI,6,144000,21600,122400,PROD0016,Godrej Interio Sofa,Furniture,24000,6,5,154710,24338,286,24,120,2008400,1651935,83683.33
CUST00877,Widisha Shan,Female,43,Panipat,Haryana,368136,02-01-2023,VIP,783,164,TRANS06375,31-05-2023,STORE0025,Online,Cash,1,35000,6300,28700,PROD0017,Pepperfry Dining Set,Furniture,35000,1,4,105000,20905,308,31,91,1599280,1324396,51589.68
CUST00362,Jalsa Tak,Female,28,Dhanbad,Jharkhand,732837,25-02-2021,Regular,1459,59,TRANS06531,09-05-2024,STORE0037,Online,Cash,3,75000,11250,63750,PROD0028,Bajaj Water Heater,Appliances,25000,3,2,344300,56020,254,25,69,1127100,925970,45084
CUST00493,Azad Chakraborty,Male,21,Ujjain,Madhya Pradesh,4761065,13-12-2021,Regular,1168,30,TRANS00718,04-11-2021,STORE0050,Online,UPI,5,100000,17000,83000,PROD0019,Urban Ladder Bed,Furniture,20000,5,4,260470,45931,286,32,141,2219330,1827004.5,69354.06
CUST00388,Advay Bhargava,Male,21,Gwalior,Madhya Pradesh,368136,10-11-2021,VIP,1201,128,TRANS03209,16-04-2021,STORE0016,Online,Wallet,1,2500,625,1875,PROD0003,boAt Rockerz Headphones,Electronics,2500,1,4,277100,47825,489,22,75,1385300,1140566,62968.18
CUST00349,Udant Kurian,Male,43,Jodhpur,Rajasthan,732837,24-07-2023,Regular,580,33,TRANS04445,22-10-2024,STORE0034,Online,Cash,2,10000,2200,7800,PROD0005,JBL Bluetooth Speaker,Electronics,5000,2,3,537600,98350,312,22,65,1053400,878875,47881.82
CUST00712,Siya Narain,Female,28,Coimbatore,Tamil Nadu,732837,01-05-2020,VIP,1759,96,TRANS05418,08-11-2022,STORE0006,Online,Cash,2,48000,7200,40800,PROD0016,Godrej Interio Sofa,Furniture,24000,2,3,194500,30250,146,20,56,885400,731805,44270
CUST01396,Ishani Agrawal,Female,21,Dimapur,Nagaland,368136,20-12-2018,Regular,2257,26,TRANS07722,15-12-2021,STORE0050,Online,Cash,1,5500,1100,4400,PROD0018,Nilkamal Chair Set,Furniture,5500,1,2,159700,27251,286,24,78,905800,735015,37741.67
CUST01005,Qasim Kamdar,Male,28,Mangalore,Karnataka,368136,05-09-2018,Regular,2363,0,TRANS04979,27-05-2021,STORE0025,Online,Debit Card,4,20000,4400,15600,PROD0005,JBL Bluetooth Speaker,Electronics,5000,4,3,358200,60080,308,27,86,1097950,899217,40664.81
CUST01433,Kevin Rattan,Male,28,Hyderabad,Telangana,4761065,24-04-2019,Regular,2132,11,TRANS08714,19-11-2021,STORE0008,Online,Debit Card,7,91000,14560,76440,PROD0020,IKEA Bookshelf,Furniture,13000,7,4,253500,42385,103,27,147,2189700,1800504,81100
CUST00976,Jai Maharaj,Male,28,Bhopal,Madhya Pradesh,368136,09-11-2018,Regular,2298,48,TRANS09568,17-03-2023,STORE0015,Online,UPI,1,24000,3600,20400,PROD0016,Godrej Interio Sofa,Furniture,24000,1,4,605400,108740,313,22,54,936000,769350,42545.45
CUST00205,Wazir Mishra,Male,21,Thoubal,Manipur,732837,14-01-2020,Regular,1867,28,TRANS03296,20-09-2022,STORE0040,Online,UPI,3,75000,11250,63750,PROD0028,Bajaj Water Heater,Appliances,25000,3,5,217500,34695,192,31,90,1311200,1072577,42296.77
CUST00712,Siya Narain,Female,28,Coimbatore,Tamil Nadu,732837,01-05-2020,VIP,1759,96,TRANS04616,26-09-2024,STORE0021,Online,Credit Card,1,2500,625,1875,PROD0003,boAt Rockerz Headphones,Electronics,2500,1,5,67870,12490.5,282,20,56,885400,731805,44270
CUST00309,Bishakha Samra,Female,21,Kanpur,Uttar Pradesh,368136,17-07-2024,Regular,221,27,TRANS04433,01-05-2021,STORE0009,Online,Cash,4,6000,1320,4680,PROD0025,Maybelline Lipstick,Beauty,1500,4,4,222400,39230,224,22,65,1088370,904105.5,49471.36
CUST00884,Tripti Anne,Female,21,Varanasi,Uttar Pradesh,732837,12-08-2022,Regular,926,13,TRANS08481,02-08-2022,STORE0031,Online,Debit Card,1,40000,6000,34000,PROD0001,"Samsung LED TV 40""",Electronics,40000,1,4,193500,32600,281,24,71,1405000,1164265,58541.67
CUST00685,Daksh Sarma,Male,43,Visakhapatnam,Andhra Pradesh,732837,18-11-2021,VIP,1193,145,TRANS07191,09-09-2021,STORE0026,Online,UPI,3,15000,3300,11700,PROD0005,JBL Bluetooth Speaker,Electronics,5000,3,5,432190,73257.5,104,31,91,1412600,1160790,45567.74
CUST00976,Jai Maharaj,Male,28,Bhopal,Madhya Pradesh,368136,09-11-2018,Regular,2298,48,TRANS00898,16-01-2023,STORE0017,Online,Cash,1,5000,1100,3900,PROD0005,JBL Bluetooth Speaker,Electronics,5000,1,2,304530,52785.5,210,22,54,936000,769350,42545.45
CUST00464,Samesh Din,Male,43,Bokaro,Jharkhand,368136,05-01-2024,Regular,415,38,TRANS04929,09-03-2023,STORE0050,Online,UPI,2,26000,4160,21840,PROD0020,IKEA Bookshelf,Furniture,13000,2,4,228500,41330,286,23,66,1020060,845073,44350.43
CUST01446,Nachiket Varkey,Male,28,Agra,Uttar Pradesh,368136,28-08-2022,Regular,910,15,TRANS08915,10-07-2023,STORE0031,Online,UPI,5,7500,1650,5850,PROD0035,Funskool Puzzle,Toys,1500,5,5,40000,9325,281,24,70,1405200,1163870,58550
CUST01305,Falguni Prasad,Female,28,Mangan,Sikkim,368136,16-07-2019,Regular,2049,75,TRANS02775,06-03-2024,STORE0028,Physical,Credit Card,5,310000,55800,254200,PROD0004,"LG Smart TV 55""",Electronics,62000,5,2,310000,55800,162,32,100,1555620,1282524,48613.12
CUST00464,Samesh Din,Male,43,Bokaro,Jharkhand,368136,05-01-2024,Regular,415,38,TRANS01679,02-05-2023,STORE0032,Online,Credit Card,5,12500,3125,9375,PROD0003,boAt Rockerz Headphones,Electronics,2500,5,3,359990,61872,494,23,66,1020060,845073,44350.43
CUST01076,Rayaan Sengupta,Male,43,Nainital,Uttarakhand,368136,05-06-2020,Regular,1724,77,TRANS01626,24-07-2022,STORE0016,Online,Cash,4,22000,4400,17600,PROD0018,Nilkamal Chair Set,Furniture,5500,4,4,192500,33525,489,23,69,582800,480155,25339.13
CUST01409,Yachana Lalla,Female,28,Guntur,Andhra Pradesh,732837,14-03-2024,Regular,346,4,TRANS05947,27-12-2024,STORE0036,Online,UPI,2,3200,800,2400,PROD0013,H&M Cotton Shirt,Clothing,1600,2,5,76460,14301,449,29,90,1223420,1013411,42186.9
CUST00301,Sneha Menon,Female,53,Chandigarh,Chandigarh,8260547,10-05-2021,Regular,1385,58,TRANS05705,18-02-2022,STORE0032,Online,UPI,2,800,240,560,PROD0031,Hot Wheels Track Set,Toys,400,2,4,488100,89725,494,18,84,1277200,1051332,70955.56
CUST00193,Chakradhar Nagy,Male,43,Ambala,Haryana,368136,26-11-2024,New,89,79,TRANS04573,15-07-2022,STORE0017,Online,UPI,1,20000,3400,16600,PROD0019,Urban Ladder Bed,Furniture,20000,1,4,84720,15972,210,18,53,769700,636315,42761.11
CUST01001,Vedhika Saraf,Female,21,Patna,Bihar,368136,14-02-2018,Regular,2566,3,TRANS00402,25-04-2024,STORE0046,Online,Cash,4,1600,480,1120,PROD0031,Hot Wheels Track Set,Toys,400,4,4,112100,22470,345,23,66,689340,567036,29971.3
CUST00173,Hemal Bhatti,Female,28,Aurangabad,Maharashtra,732837,18-02-2021,Regular,1466,11,TRANS09266,30-08-2023,STORE0041,Online,UPI,4,12000,2640,9360,PROD0029,Havells Mixer Grinder,Appliances,3000,4,5,80000,17775,266,24,78,1438000,1179498,59916.67
CUST01305,Falguni Prasad,Female,28,Mangan,Sikkim,368136,16-07-2019,Regular,2049,75,TRANS09554,25-04-2024,STORE0022,Online,UPI,5,3500,980,2520,PROD0009,Fortune Oil 5L,Groceries,700,5,5,240200,46651,385,32,100,1555620,1282524,48613.12
CUST00546,Yashica Garg,Female,21,Namchi,Sikkim,368136,28-11-2022,Regular,818,28,TRANS04213,30-09-2024,STORE0045,Physical,UPI,5,200000,30000,170000,PROD0001,"Samsung LED TV 40""",Electronics,40000,5,5,290000,48180,495,18,59,1228050,1016587.5,68225
CUST01088,Frado Karnik,Male,53,Bikaner,Rajasthan,732837,18-09-2021,Regular,1254,69,TRANS00578,31-03-2022,STORE0044,Online,Debit Card,3,60000,10200,49800,PROD0019,Urban Ladder Bed,Furniture,20000,3,3,100300,18030,207,29,86,1439220,1195048,49628.28
CUST00435,Jack Soni,Male,28,Jowai,Meghalaya,732837,01-03-2020,Regular,1820,21,TRANS00275,15-07-2022,STORE0041,Online,Wallet,4,80000,13600,66400,PROD0019,Urban Ladder Bed,Furniture,20000,4,3,645500,117590,266,27,68,1158700,962422,42914.81
CUST00417,Brijesh Chaudhry,Male,21,Ambala,Haryana,368136,17-04-2024,VIP,312,103,TRANS00443,14-05-2024,STORE0050,Online,UPI,3,12000,2400,9600,PROD0026,Philips Air Fryer,Appliances,4000,3,5,190000,36650,286,26,88,1710300,1404475,65780.77
CUST00747,Thomas Iyer,Male,43,Prayagraj,Uttar Pradesh,732837,22-09-2023,Regular,520,3,TRANS07301,12-08-2022,STORE0007,Physical,Debit Card,5,120000,18000,102000,PROD0016,Godrej Interio Sofa,Furniture,24000,5,2,120000,18000,299,32,100,2452900,2021850,76653.12
CUST00007,Bakhshi Wagle,Male,43,Port Blair,Andaman and Nicobar Islands,732837,09-06-2023,VIP,625,102,TRANS07969,29-12-2021,STORE0017,Online,Cash,1,4000,800,3200,PROD0026,Philips Air Fryer,Appliances,4000,1,2,394400,61380,210,23,76,1224700,1016120,53247.83
CUST00207,Yamini Agrawal,Female,43,Alappuzha,Kerala,732837,27-06-2020,Regular,1702,39,TRANS04898,10-09-2023,STORE0011,Online,Credit Card,2,26000,4160,21840,PROD0020,IKEA Bookshelf,Furniture,13000,2,4,401500,73575,466,25,72,828770,683977.5,33150.8
CUST00550,Falguni Chanda,Female,21,Silchar,Assam,732837,16-11-2019,Regular,1926,85,TRANS02989,07-10-2024,STORE0015,Online,UPI,4,4000,1000,3000,PROD0032,Lego City Set,Toys,1000,4,5,41540,7764,313,24,64,747300,611607,31137.5
CUST01409,Yachana Lalla,Female,28,Guntur,Andhra Pradesh,732837,14-03-2024,Regular,346,4,TRANS06739,19-07-2021,STORE0025,Online,Debit Card,2,11000,2200,8800,PROD0018,Nilkamal Chair Set,Furniture,5500,2,3,81300,16447,308,29,90,1223420,1013411,42186.9
CUST00726,Dominic Saxena,Male,28,Kargil,Ladakh,732837,17-08-2022,Regular,921,14,TRANS03285,06-06-2021,STORE0009,Online,Wallet,2,80000,12000,68000,PROD0001,"Samsung LED TV 40""",Electronics,40000,2,5,124910,20683,224,28,89,1312700,1079145,46882.14
CUST00173,Hemal Bhatti,Female,28,Aurangabad,Maharashtra,732837,18-02-2021,Regular,1466,11,TRANS04170,08-07-2022,STORE0009,Online,Cash,5,135000,27000,108000,PROD0002,"Mi Smart TV 32""",Electronics,27000,5,2,294210,57722,224,24,78,1438000,1179498,59916.67
CUST01118,Onkar Ravel,Male,21,Agartala,Tripura,732837,03-10-2019,Regular,1970,39,TRANS09193,11-08-2023,STORE0049,Online,UPI,2,5000,1250,3750,PROD0003,boAt Rockerz Headphones,Electronics,2500,2,5,141000,23380,125,35,101,1633000,1349145,46657.14
CUST00626,Raagini Vaidya,Female,53,Khammam,Telangana,368136,06-02-2020,Regular,1844,64,TRANS01018,08-07-2021,STORE0037,Online,UPI,4,160000,24000,136000,PROD0001,"Samsung LED TV 40""",Electronics,40000,4,4,294000,47430,254,34,101,1914300,1582124,56302.94
CUST00944,Dev Handa,Male,21,Karimnagar,Telangana,368136,10-05-2021,Regular,1385,9,TRANS09649,24-06-2024,STORE0006,Online,Credit Card,1,4300,860,3440,PROD0012,Manyavar Kurta Set,Clothing,4300,1,5,365600,65395,146,28,75,1206100,989789,43075
CUST01217,Jairaj Kale,Male,28,Prayagraj,Uttar Pradesh,732837,25-12-2018,Regular,2252,2,TRANS03573,06-12-2023,STORE0007,Physical,UPI,3,1500,375,1125,PROD0006,Aashirvaad Atta 10kg,Groceries,500,3,4,61500,12375,299,23,73,908500,750945,39500
CUST00059,Caleb Nair,Male,21,Korba,Chhattisgarh,732837,11-02-2020,Regular,1839,56,TRANS00761,28-11-2022,STORE0043,Online,UPI,2,8600,1720,6880,PROD0012,Manyavar Kurta Set,Clothing,4300,2,5,87100,15280,401,24,83,1316400,1075881,54850
CUST00877,Widisha Shan,Female,43,Panipat,Haryana,368136,02-01-2023,VIP,783,164,TRANS09610,11-03-2022,STORE0049,Online,UPI,3,81000,16200,64800,PROD0002,"Mi Smart TV 32""",Electronics,27000,3,5,373960,64998,125,31,91,1599280,1324396,51589.68
CUST00546,Yashica Garg,Female,21,Namchi,Sikkim,368136,28-11-2022,Regular,818,28,TRANS06775,07-09-2024,STORE0045,Physical,UPI,3,81000,16200,64800,PROD0002,"Mi Smart TV 32""",Electronics,27000,3,5,290000,48180,495,18,59,1228050,1016587.5,68225
CUST00646,Radhika Patel,Female,28,Bishnupur,Manipur,4761065,19-03-2019,At Risk,2168,249,TRANS04850,12-02-2022,STORE0003,Online,Debit Card,2,10000,2200,7800,PROD0005,JBL Bluetooth Speaker,Electronics,5000,2,3,150000,25500,289,27,128,2438960,2022652,90331.85
CUST00944,Dev Handa,Male,21,Karimnagar,Telangana,368136,10-05-2021,Regular,1385,9,TRANS07572,23-09-2024,STORE0032,Online,Cash,2,80000,12000,68000,PROD0001,"Samsung LED TV 40""",Electronics,40000,2,4,305520,47995,494,28,75,1206100,989789,43075
CUST01305,Falguni Prasad,Female,28,Mangan,Sikkim,368136,16-07-2019,Regular,2049,75,TRANS09651,08-08-2023,STORE0008,Online,UPI,1,5500,1100,4400,PROD0018,Nilkamal Chair Set,Furniture,5500,1,5,75160,14241,103,32,100,1555620,1282524,48613.12
CUST01500,Bahadurjit Wadhwa,Male,28,Varanasi,Uttar Pradesh,368136,27-05-2021,Regular,1368,68,TRANS09406,28-08-2023,STORE0032,Online,Cash,3,24000,4800,19200,PROD0015,Biba Salwar Suit,Clothing,8000,3,3,301000,48200,494,24,74,857100,703305,35712.5
CUST00590,Upkaar D’Alia,Male,43,Tirupati,Andhra Pradesh,8260547,25-12-2024,New,60,9,TRANS06678,19-05-2022,STORE0043,Online,Cash,5,5000,1250,3750,PROD0032,Lego City Set,Toys,1000,5,3,90000,16050,401,28,133,2830160,2334219,101077.14
CUST00422,Balveer Ravel,Male,43,Bathinda,Punjab,368136,20-06-2023,Regular,614,54,TRANS02055,23-09-2024,STORE0011,Online,UPI,5,65000,10400,54600,PROD0020,IKEA Bookshelf,Furniture,13000,5,5,248670,44212.5,466,28,91,1692100,1382290,60432.14
CUST00825,Amara Golla,Female,53,Anantnag,Jammu and Kashmir,368136,24-12-2021,Regular,1157,5,TRANS09164,29-07-2022,STORE0041,Online,Credit Card,5,120000,18000,102000,PROD0016,Godrej Interio Sofa,Furniture,24000,5,4,645500,117590,266,26,74,1356300,1123505,52165.38
CUST00343,Amara Balan,Female,28,Tirupati,Andhra Pradesh,4761065,12-12-2021,VIP,1169,94,TRANS09591,24-09-2022,STORE0041,Online,Credit Card,8,32000,6400,25600,PROD0026,Philips Air Fryer,Appliances,4000,8,5,445400,81510,266,23,119,1790500,1483549,77847.83
CUST00883,Mugdha Saraf,Female,28,Vijayawada,Andhra Pradesh,368136,09-03-2024,Regular,351,17,TRANS03645,09-10-2021,STORE0027,Physical,Wallet,4,80000,13600,66400,PROD0019,Urban Ladder Bed,Furniture,20000,4,2,80000,13600,116,31,96,1386000,1145250,44709.68
CUST00194,Yahvi Chandran,Female,43,Kavaratti,Lakshadweep,732837,21-09-2023,VIP,521,120,TRANS03312,14-10-2022,STORE0016,Online,UPI,5,200000,30000,170000,PROD0001,"Samsung LED TV 40""",Electronics,40000,5,4,598700,99140,489,20,63,1318200,1079760,65910
CUST00489,Wahab Bhalla,Male,53,Kohima,Nagaland,4761065,03-10-2021,Regular,1239,26,TRANS00446,11-04-2021,STORE0006,Online,UPI,4,96000,14400,81600,PROD0016,Godrej Interio Sofa,Furniture,24000,4,5,497300,89295,146,30,146,1678020,1378475,55934
CUST00997,Mugdha Rout,Female,21,Kochi,Kerala,368136,06-03-2021,VIP,1450,114,TRANS07639,01-09-2022,STORE0024,Physical,UPI,4,32000,5760,26240,PROD0027,LG Microwave Oven,Appliances,8000,4,3,32000,5760,484,22,63,891500,736052,40522.73
CUST01088,Frado Karnik,Male,53,Bikaner,Rajasthan,732837,18-09-2021,Regular,1254,69,TRANS05293,01-10-2022,STORE0041,Online,Cash,2,8600,1720,6880,PROD0012,Manyavar Kurta Set,Clothing,4300,2,2,367950,57837,266,29,86,1439220,1195048,49628.28
CUST00544,Hamsini Shan,Female,43,Tirupati,Andhra Pradesh,732837,24-08-2020,At Risk,1644,249,TRANS00823,08-10-2021,STORE0001,Online,Cash,4,96000,14400,81600,PROD0016,Godrej Interio Sofa,Furniture,24000,4,3,379400,65017,393,12,32,663700,547104,55308.33
CUST01409,Yachana Lalla,Female,28,Guntur,Andhra Pradesh,732837,14-03-2024,Regular,346,4,TRANS05459,12-04-2023,STORE0022,Online,UPI,4,80000,13600,66400,PROD0019,Urban Ladder Bed,Furniture,20000,4,5,297000,52960,385,29,90,1223420,1013411,42186.9
CUST00565,Aadi Jaggi,Male,43,Nainital,Uttarakhand,368136,23-08-2020,At Risk,1645,349,TRANS08823,17-06-2021,STORE0016,Online,Debit Card,4,10000,2500,7500,PROD0003,boAt Rockerz Headphones,Electronics,2500,4,4,68300,15185,489,25,79,1029900,848540,41196
CUST00109,Ayaan Chaudhary,Male,43,Nagpur,Maharashtra,368136,16-07-2020,Regular,1683,62,TRANS01891,15-07-2024,STORE0049,Online,Credit Card,1,24000,3600,20400,PROD0016,Godrej Interio Sofa,Furniture,24000,1,4,194680,36564,125,25,75,1172900,971185,46916
CUST00205,Wazir Mishra,Male,21,Thoubal,Manipur,732837,14-01-2020,Regular,1867,28,TRANS03102,04-05-2022,STORE0001,Online,UPI,2,5000,1250,3750,PROD0003,boAt Rockerz Headphones,Electronics,2500,2,5,263290,49541.5,393,31,90,1311200,1072577,42296.77
CUST00224,Gayathri Chaudhari,Female,53,Karimnagar,Telangana,368136,21-07-2021,VIP,1313,97,TRANS03515,06-10-2023,STORE0004,Online,UPI,3,7500,1650,5850,PROD0011,Levi’s Men’s Jeans,Clothing,2500,3,5,380500,63570,469,28,92,1290600,1062885,46092.86
CUST01396,Ishani Agrawal,Female,21,Dimapur,Nagaland,368136,20-12-2018,Regular,2257,26,TRANS08866,17-12-2023,STORE0011,Online,UPI,5,65000,10400,54600,PROD0020,IKEA Bookshelf,Furniture,13000,5,5,220800,39680,466,24,78,905800,735015,37741.67
CUST01360,Teerth Krishnan,Male,28,Mokokchung,Nagaland,732837,10-11-2018,Regular,2297,1,TRANS09687,13-08-2022,STORE0009,Online,UPI,5,310000,55800,254200,PROD0004,"LG Smart TV 55""",Electronics,62000,5,4,656000,117765,224,31,90,1443300,1175347,46558.06
CUST00343,Amara Balan,Female,28,Tirupati,Andhra Pradesh,4761065,12-12-2021,VIP,1169,94,TRANS00794,03-01-2021,STORE0040,Online,Cash,6,144000,21600,122400,PROD0016,Godrej Interio Sofa,Furniture,24000,6,2,186500,30350,192,23,119,1790500,1483549,77847.83
CUST01329,Vihaan Dube,Male,21,Haridwar,Uttarakhand,732837,21-08-2024,VIP,186,112,TRANS09023,26-03-2024,STORE0009,Online,Credit Card,1,24000,3600,20400,PROD0016,Godrej Interio Sofa,Furniture,24000,1,3,77500,14220,224,24,81,965080,789156,40211.67
CUST01088,Frado Karnik,Male,53,Bikaner,Rajasthan,732837,18-09-2021,Regular,1254,69,TRANS00552,18-04-2022,STORE0003,Online,Credit Card,4,10000,2500,7500,PROD0003,boAt Rockerz Headphones,Electronics,2500,4,3,596400,95005,289,29,86,1439220,1195048,49628.28
CUST00236,Ekavir Ghose,Male,53,Muzaffarpur,Bihar,4761065,26-09-2019,Regular,1977,0,TRANS01127,21-07-2022,STORE0001,Online,Cash,6,18000,3960,14040,PROD0029,Havells Mixer Grinder,Appliances,3000,6,4,133700,25356,393,32,160,1439200,1180225,44975
CUST00034,Abdul Dara,Male,21,Jammu,Jammu and Kashmir,732837,22-04-2019,Regular,2134,0,TRANS00326,27-04-2023,STORE0018,Online,UPI,1,40000,6000,34000,PROD0001,"Samsung LED TV 40""",Electronics,40000,1,5,156400,28282,439,18,31,436000,358630,24222.22
CUST00101,Yahvi Gill,Female,28,Vijayawada,Andhra Pradesh,732837,03-09-2022,At Risk,904,198,TRANS09902,26-01-2023,STORE0041,Online,UPI,4,52000,8320,43680,PROD0020,IKEA Bookshelf,Furniture,13000,4,5,225000,38070,266,28,90,1605610,1317032,57343.21
CUST00971,Bhavya Bhavsar,Female,21,Gandhinagar,Gujarat,368136,18-01-2019,Regular,2228,36,TRANS01421,20-09-2024,STORE0012,Online,Credit Card,3,120000,18000,102000,PROD0001,"Samsung LED TV 40""",Electronics,40000,3,5,482000,82000,352,29,78,1025790,855843,35372.07
CUST00207,Yamini Agrawal,Female,43,Alappuzha,Kerala,732837,27-06-2020,Regular,1702,39,TRANS04056,01-10-2023,STORE0023,Online,Cash,2,40000,6800,33200,PROD0019,Urban Ladder Bed,Furniture,20000,2,3,206400,37840,128,25,72,828770,683977.5,33150.8
CUST00968,Udyati Jain,Female,28,Asansol,West Bengal,732837,08-06-2023,Regular,626,47,TRANS07459,21-11-2021,STORE0004,Online,Cash,2,80000,12000,68000,PROD0001,"Samsung LED TV 40""",Electronics,40000,2,4,223500,38460,469,24,67,975380,804661,40640.83
CUST00043,Anthony Venkataraman,Male,28,Faridabad,Haryana,368136,10-05-2024,Regular,289,41,TRANS09299,15-08-2021,STORE0012,Online,Credit Card,1,5000,1100,3900,PROD0005,JBL Bluetooth Speaker,Electronics,5000,1,4,334060,60968,352,29,79,998100,808270,34417.24
CUST00034,Abdul Dara,Male,21,Jammu,Jammu and Kashmir,732837,22-04-2019,Regular,2134,0,TRANS01455,28-08-2023,STORE0005,Online,Debit Card,1,35000,6300,28700,PROD0017,Pepperfry Dining Set,Furniture,35000,1,5,334960,61015,247,18,31,436000,358630,24222.22
CUST01179,Charita Ranganathan,Female,53,Coimbatore,Tamil Nadu,368136,19-02-2023,Regular,735,50,TRANS05552,10-07-2023,STORE0023,Online,Credit Card,4,10000,2500,7500,PROD0030,Prestige Induction,Appliances,2500,4,3,326000,64569,128,26,82,1351700,1122414,51988.46
CUST01162,Wridesh Rai,Male,53,Solan,Himachal Pradesh,368136,06-07-2019,VIP,2059,114,TRANS09270,28-03-2022,STORE0011,Online,UPI,5,2000,560,1440,PROD0024,Himalaya Face Wash,Beauty,400,5,5,65710,11803,466,21,57,640360,521182,30493.33
CUST00933,Warda Keer,Female,28,Vasco da Gama,Goa,368136,25-09-2024,Regular,151,79,TRANS09251,25-03-2022,STORE0012,Online,Credit Card,3,15000,3300,11700,PROD0005,JBL Bluetooth Speaker,Electronics,5000,3,4,102000,17880,352,24,83,1716100,1412826,71504.17
CUST01271,Urmi Memon,Female,28,Mumbai,Maharashtra,732837,11-07-2023,Regular,593,29,TRANS08766,13-11-2024,STORE0026,Online,Cash,3,186000,33480,152520,PROD0004,"LG Smart TV 55""",Electronics,62000,3,4,202770,37427,104,21,65,1212310,1002882,57729.05
CUST00904,Bimala Srinivas,Female,28,Udaipur,Rajasthan,368136,03-02-2022,Regular,1116,5,TRANS00967,10-05-2022,STORE0022,Online,Wallet,5,12500,3125,9375,PROD0030,Prestige Induction,Appliances,2500,5,5,224800,38991,385,25,71,684970,557884,27398.8
CUST00940,Charles Mannan,Male,43,Rohtak,Haryana,368136,26-01-2021,Regular,1489,23,TRANS03326,10-06-2024,STORE0016,Online,Cash,1,40000,6000,34000,PROD0001,"Samsung LED TV 40""",Electronics,40000,1,2,640700,115375,489,27,81,1293900,1069743,47922.22
CUST00384,Triveni Deep,Female,28,Bhopal,Madhya Pradesh,4761065,01-08-2018,Regular,2398,55,TRANS00720,02-11-2022,STORE0041,Online,Debit Card,5,12500,3125,9375,PROD0003,boAt Rockerz Headphones,Electronics,2500,5,5,952400,164385,266,30,146,3123050,2566002,104101.67
CUST00888,Jagat Chaudhry,Male,43,Mumbai,Maharashtra,732837,18-11-2020,VIP,1558,99,TRANS07126,11-08-2021,STORE0043,Online,Cash,3,60000,10200,49800,PROD0019,Urban Ladder Bed,Furniture,20000,3,4,601700,106626,401,27,85,1612700,1335125,59729.63
CUST01324,Priya Prashad,Female,43,Bangalore,Karnataka,368136,14-11-2020,VIP,1562,173,TRANS05647,11-07-2024,STORE0034,Online,UPI,2,400,140,260,PROD0023,Nykaa Nail Polish,Beauty,200,2,5,70960,13991,312,15,37,209900,169877,13993.33
CUST00207,Yamini Agrawal,Female,43,Alappuzha,Kerala,732837,27-06-2020,Regular,1702,39,TRANS00305,28-10-2022,STORE0032,Online,Cash,4,96000,14400,81600,PROD0016,Godrej Interio Sofa,Furniture,24000,4,3,323550,51164.5,494,25,72,828770,683977.5,33150.8
CUST00194,Yahvi Chandran,Female,43,Kavaratti,Lakshadweep,732837,21-09-2023,VIP,521,120,TRANS02656,07-10-2023,STORE0002,Online,UPI,3,81000,16200,64800,PROD0002,"Mi Smart TV 32""",Electronics,27000,3,5,90230,18570.5,160,20,63,1318200,1079760,65910
CUST00866,Raghav Saini,Male,43,Kanpur,Uttar Pradesh,732837,11-04-2019,Regular,2145,28,TRANS06808,19-04-2022,STORE0003,Online,Debit Card,5,40000,8000,32000,PROD0015,Biba Salwar Suit,Clothing,8000,5,3,596400,95005,289,25,77,1675100,1371245,67004
CUST00884,Tripti Anne,Female,21,Varanasi,Uttar Pradesh,732837,12-08-2022,Regular,926,13,TRANS02300,30-07-2021,STORE0044,Online,Debit Card,2,10000,2200,7800,PROD0005,JBL Bluetooth Speaker,Electronics,5000,2,3,761500,132920,207,24,71,1405000,1164265,58541.67
CUST00236,Ekavir Ghose,Male,53,Muzaffarpur,Bihar,4761065,26-09-2019,Regular,1977,0,TRANS05733,30-01-2023,STORE0022,Online,UPI,3,186000,33480,152520,PROD0004,"LG Smart TV 55""",Electronics,62000,3,5,361000,64980,385,32,160,1439200,1180225,44975
CUST00208,George Sandhu,Male,21,Guwahati,Assam,732837,22-04-2022,Regular,1038,7,TRANS09666,09-08-2024,STORE0044,Online,UPI,2,5000,1250,3750,PROD0003,boAt Rockerz Headphones,Electronics,2500,2,4,240900,39197,207,20,62,1115180,920074,55759
CUST00135,Pahal Chad,Female,28,Jorhat,Assam,4761065,13-05-2020,Regular,1747,50,TRANS09888,06-06-2024,STORE0022,Online,UPI,3,120000,18000,102000,PROD0001,"Samsung LED TV 40""",Electronics,40000,3,5,120000,18000,385,24,120,2008400,1651935,83683.33
CUST01090,Ekaraj Suresh,Male,21,Bilaspur,Chhattisgarh,732837,27-09-2024,VIP,149,141,TRANS05816,01-04-2021,STORE0023,Online,Debit Card,1,25000,3750,21250,PROD0028,Bajaj Water Heater,Appliances,25000,1,5,732300,133582,128,18,58,574300,472136,31905.56
