customer_id,customer_name,city,state,annual_income,signup_date,loyalty_status,days_since_signup,days_since_last_purchase,transaction_id,transaction_date,store_id,store_type,payment_method,total_items,total_sales_per_transaction,total_profit_per_transaction,total_cost,product_id,product_name,category,unit_price,quantity,satisfaction_score,store_sales,store_profit,daily_footfall,purchase_frequency,total_items_bought,cumulative_spending,cumulative_cost,average_order_value
CUST00351,Falguni Buch,Anantnag,Jammu and Kashmir,556206,01-05-2020,At Risk,1759,302,TRANS08295,18-12-2023,STORE0009,Online,Debit Card,3,90,31.5,58.5,PROD0008,Maggi Noodles 280g,Groceries,30,3,3,366090,63651.5,184,6,20,134690,113613.5,22448.33
CUST00681,Caleb Chanda,Udaipur,Rajasthan,556206,10-05-2022,At Risk,1020,192,TRANS07080,07-09-2023,STORE0009,Online,UPI,3,7500,1875,5625,PROD0003,boAt Rockerz Headphones,Electronics,2500,3,4,106200,21411,184,7,18,45000,35010,6428.57
CUST00570,Faras Sharma,Haridwar,Uttarakhand,5996288,16-03-2023,Regular,710,152,TRANS08151,11-09-2023,STORE0009,Online,Cash,2,16000,3200,12800,PROD0015,Biba Salwar Suit,Clothing,8000,2,4,106200,21411,184,5,26,75600,59912,15120
CUST00004,Janaki Jani,Faridabad,Haryana,556206,22-02-2023,VIP,732,153,TRANS04581,05-06-2022,STORE0009,Online,Debit Card,2,1000,250,750,PROD0006,Aashirvaad Atta 10kg,Groceries,500,2,5,145920,23701,184,8,24,301000,246400,37625
CUST00317,Bakhshi Natt,Bhopal,Madhya Pradesh,5996288,14-07-2021,At Risk,1320,335,TRANS01932,08-11-2022,STORE0009,Online,UPI,6,150000,22500,127500,PROD0028,Bajaj Water Heater,Appliances,25000,6,5,669200,109285,184,3,14,461800,382996,153933.33
CUST01337,Mitesh Lala,Mumbai,Maharashtra,5996288,13-02-2021,Regular,1471,175,TRANS02205,31-05-2023,STORE0009,Online,UPI,4,800,280,520,PROD0023,Nykaa Nail Polish,Beauty,200,4,5,34500,7646,184,4,16,80800,66120,20200
CUST00707,Advay Vala,Nizamabad,Telangana,935516,08-12-2021,At Risk,1173,660,TRANS00614,10-12-2021,STORE0009,Online,Credit Card,5,15000,3300,11700,PROD0029,Havells Mixer Grinder,Appliances,3000,5,3,255000,48870,184,3,10,24000,18720,8000
CUST00282,Prisha Tank,Vadodara,Gujarat,5996288,11-12-2022,At Risk,805,420,TRANS04012,07-11-2023,STORE0009,Online,Cash,5,125000,18750,106250,PROD0028,Bajaj Water Heater,Appliances,25000,5,4,387610,64651,184,6,32,392300,321600,65383.33
CUST00733,Chatresh Soni,Daman,Dadra and Nagar Haveli and Daman and Diu,556206,01-07-2021,At Risk,1333,429,TRANS05449,29-10-2023,STORE0009,Online,Credit Card,2,10000,2200,7800,PROD0005,JBL Bluetooth Speaker,Electronics,5000,2,4,26000,6000,184,3,8,24000,18980,8000
CUST00461,Akshay Bains,Silchar,Assam,556206,19-03-2022,At Risk,1072,187,TRANS06172,27-02-2021,STORE0009,Online,Credit Card,5,3000,840,2160,PROD0034,Nerf Blaster,Toys,600,5,5,269500,48895,184,5,21,183500,151820,36700
CUST01020,Irya Mane,Agartala,Tripura,935516,17-06-2019,At Risk,2078,566,TRANS05210,18-01-2021,STORE0009,Online,Cash,4,1600,480,1120,PROD0031,Hot Wheels Track Set,Toys,400,4,2,195200,39300,184,4,13,6600,4780,1650
CUST01212,Thomas Khare,Tura,Meghalaya,935516,24-09-2020,Regular,1613,89,TRANS01688,23-04-2024,STORE0009,Online,Wallet,3,75000,11250,63750,PROD0028,Bajaj Water Heater,Appliances,25000,3,3,297600,51470,184,3,13,290000,240050,96666.67
CUST00790,Rajata Bhatt,Kozhikode,Kerala,935516,03-08-2019,At Risk,2031,206,TRANS03949,06-06-2022,STORE0009,Online,UPI,5,4000,800,3200,PROD0010,Amul Cheese 1kg,Groceries,800,5,4,145920,23701,184,7,25,108000,86270,15428.57
CUST01148,Jeevika Ramakrishnan,Bhubaneswar,Odisha,935516,22-08-2020,Regular,1646,7,TRANS02301,18-11-2022,STORE0009,Online,Wallet,4,1600,480,1120,PROD0031,Hot Wheels Track Set,Toys,400,4,5,669200,109285,184,7,31,524100,432395,74871.43
CUST00747,Naksh Suri,Prayagraj,Uttar Pradesh,556206,15-07-2024,VIP,223,134,TRANS08356,20-11-2022,STORE0009,Online,UPI,2,1000,250,750,PROD0006,Aashirvaad Atta 10kg,Groceries,500,2,4,669200,109285,184,8,31,238590,198208.5,29823.75
CUST00642,Ekavir Dani,Dimapur,Nagaland,556206,20-12-2021,Regular,1161,47,TRANS04893,13-04-2021,STORE0009,Online,Cash,3,7500,1875,5625,PROD0030,Prestige Induction,Appliances,2500,3,3,263000,44420,184,24,83,1276740,1058868,53197.5
CUST00980,Amol Mittal,Bishnupur,Manipur,935516,19-04-2020,Regular,1771,44,TRANS04840,06-08-2024,STORE0009,Online,Debit Card,5,2500,750,1750,PROD0021,Lakmé Foundation,Beauty,500,5,3,230500,46010,184,7,23,80500,64710,11500
CUST00459,Yamini Pillay,Bathinda,Punjab,556206,21-07-2020,At Risk,1678,212,TRANS06308,22-07-2022,STORE0009,Online,Cash,4,248000,44640,203360,PROD0004,"LG Smart TV 55""",Electronics,62000,4,4,689000,118800,184,5,13,273200,223081,54640
CUST01057,Shivani Bains,Imphal,Manipur,556206,18-12-2022,VIP,798,118,TRANS02593,11-09-2021,STORE0009,Online,Credit Card,5,65000,10400,54600,PROD0020,IKEA Bookshelf,Furniture,13000,5,5,206600,34270,184,9,42,160850,129390,17872.22
CUST00600,Sai Saran,Karaikal,Puducherry,935516,20-07-2019,At Risk,2045,463,TRANS05016,25-09-2023,STORE0009,Online,Debit Card,5,27500,5500,22000,PROD0018,Nilkamal Chair Set,Furniture,5500,5,5,106200,21411,184,4,12,82000,66300,20500
CUST00561,Om Shanker,Jabalpur,Madhya Pradesh,556206,26-12-2022,Regular,790,135,TRANS09110,18-08-2024,STORE0009,Online,UPI,1,1000,250,750,PROD0032,Lego City Set,Toys,1000,1,5,230500,46010,184,6,17,69000,55465,11500
CUST00509,Omaja Sabharwal,Naharlagun,Arunachal Pradesh,935516,04-05-2020,Regular,1756,11,TRANS03637,07-11-2021,STORE0009,Online,Cash,4,6000,1320,4680,PROD0025,Maybelline Lipstick,Beauty,1500,4,2,515900,91542,184,41,115,1911000,1563875,46609.76
CUST01324,Shivani Sanghvi,Bangalore,Karnataka,556206,10-07-2022,At Risk,959,434,TRANS06223,24-10-2023,STORE0009,Online,Cash,4,10000,2200,7800,PROD0011,Levi’s Men’s Jeans,Clothing,2500,4,4,26000,6000,184,6,20,33410,25572,5568.33
CUST01242,Harita Mangat,Tura,Meghalaya,935516,06-06-2022,Regular,993,14,TRANS03198,25-05-2024,STORE0009,Online,UPI,4,96000,14400,81600,PROD0016,Godrej Interio Sofa,Furniture,24000,4,5,157650,27952.5,184,27,69,1181270,975532,43750.74
CUST01136,Sai Ghose,Bhubaneswar,Odisha,556206,10-02-2022,At Risk,1109,221,TRANS07572,01-11-2021,STORE0009,Online,Wallet,4,22000,4400,17600,PROD0018,Nilkamal Chair Set,Furniture,5500,4,5,515900,91542,184,6,23,79300,61911,13216.67
CUST01494,Niharika Bedi,Dharamshala,Himachal Pradesh,935516,28-04-2020,VIP,1762,101,TRANS03997,16-09-2021,STORE0009,Online,Credit Card,1,200,70,130,PROD0023,Nykaa Nail Polish,Beauty,200,1,3,206600,34270,184,8,21,229630,190573.5,28703.75
CUST01494,Niharika Bedi,Dharamshala,Himachal Pradesh,935516,28-04-2020,VIP,1762,101,TRANS08002,05-07-2023,STORE0009,Online,Credit Card,1,30,10.5,19.5,PROD0008,Maggi Noodles 280g,Groceries,30,1,5,130130,23278.5,184,8,21,229630,190573.5,28703.75
CUST00575,Nidra Sastry,Manali,Himachal Pradesh,556206,18-06-2021,Regular,1346,19,TRANS08359,20-01-2021,STORE0009,Online,Debit Card,3,1200,360,840,PROD0031,Hot Wheels Track Set,Toys,400,3,4,195200,39300,184,4,11,89500,75170,22375
CUST00442,Advik Swamy,Leh,Ladakh,6130613,16-03-2020,Regular,1805,27,TRANS07802,21-01-2021,STORE0009,Online,Cash,5,5000,1250,3750,PROD0032,Lego City Set,Toys,1000,5,3,195200,39300,184,28,120,1238560,1015985.5,44234.29
CUST00428,Upma Vyas,Visakhapatnam,Andhra Pradesh,5996288,09-05-2022,At Risk,1021,477,TRANS05476,11-09-2023,STORE0009,Online,UPI,8,20000,4400,15600,PROD0011,Levi’s Men’s Jeans,Clothing,2500,8,5,106200,21411,184,3,19,55800,43740,18600
CUST00096,Joshua Tiwari,Kozhikode,Kerala,935516,26-12-2024,New,59,49,TRANS07491,07-11-2022,STORE0009,Online,UPI,2,40000,6800,33200,PROD0019,Urban Ladder Bed,Furniture,20000,2,5,669200,109285,184,6,14,164630,137611.5,27438.33
CUST01410,Indira Toor,Jowai,Meghalaya,5996288,01-01-2018,VIP,2610,179,TRANS01992,24-05-2022,STORE0009,Online,Debit Card,6,15000,3300,11700,PROD0011,Levi’s Men’s Jeans,Clothing,2500,6,4,26290,5867.5,184,10,52,437800,361040,43780
CUST00593,Aadi Jain,Rajkot,Gujarat,556206,07-02-2022,At Risk,1112,302,TRANS07479,04-03-2024,STORE0009,Online,UPI,3,4800,1200,3600,PROD0013,H&M Cotton Shirt,Clothing,1600,3,4,476450,81147.5,184,5,10,60400,48487,12080
CUST01093,Chaitanya Murthy,Haridwar,Uttarakhand,935516,06-05-2018,Regular,2485,106,TRANS09229,10-01-2024,STORE0009,Online,UPI,3,39000,6240,32760,PROD0020,IKEA Bookshelf,Furniture,13000,3,5,80200,15440,184,4,15,131000,108715,32750
CUST01162,Vincent Kata,Solan,Himachal Pradesh,935516,03-09-2020,At Risk,1634,875,TRANS02977,05-11-2021,STORE0009,Online,Debit Card,1,5500,1100,4400,PROD0018,Nilkamal Chair Set,Furniture,5500,1,4,515900,91542,184,2,2,9500,7600,4750
CUST00097,Charvi Deol,Kargil,Ladakh,935516,06-08-2021,Regular,1297,72,TRANS00153,01-10-2022,STORE0009,Online,Debit Card,5,40000,7200,32800,PROD0027,LG Microwave Oven,Appliances,8000,5,3,62000,12075,184,7,22,184000,150935,26285.71
CUST01388,Owen Balay,Chennai,Tamil Nadu,6130613,15-07-2021,At Risk,1319,540,TRANS05629,10-07-2023,STORE0009,Online,Cash,5,100000,17000,83000,PROD0019,Urban Ladder Bed,Furniture,20000,5,3,130130,23278.5,184,7,39,565020,477468,80717.14
CUST00533,Frederick Bhatnagar,Bhubaneswar,Odisha,5996288,10-06-2022,At Risk,989,449,TRANS03336,02-08-2021,STORE0009,Online,Credit Card,7,189000,37800,151200,PROD0002,"Mi Smart TV 32""",Electronics,27000,7,4,475900,83832,184,15,82,1092500,896880,72833.33
CUST01416,Charan Om,Indore,Madhya Pradesh,935516,11-11-2023,VIP,470,147,TRANS00201,10-09-2021,STORE0009,Online,UPI,2,8600,1720,6880,PROD0012,Manyavar Kurta Set,Clothing,4300,2,5,206600,34270,184,5,15,234000,186960,46800
CUST00267,Nidhi Reddy,Jalandhar,Punjab,556206,16-10-2023,VIP,496,178,TRANS00421,28-02-2023,STORE0009,Online,Credit Card,2,1000,300,700,PROD0021,Lakmé Foundation,Beauty,500,2,3,646100,118051,184,6,13,152600,127648,25433.33
CUST01098,Arjun Nadkarni,Mokokchung,Nagaland,935516,10-06-2018,Regular,2450,66,TRANS01317,23-11-2021,STORE0009,Online,Cash,5,2500,750,1750,PROD0021,Lakmé Foundation,Beauty,500,5,4,515900,91542,184,3,12,234500,198950,78166.67
CUST01109,Fariq Dass,Ludhiana,Punjab,935516,05-10-2018,At Risk,2333,439,TRANS06034,23-11-2021,STORE0009,Online,Credit Card,3,19500,3510,15990,PROD0014,Raymond Suit,Clothing,6500,3,5,515900,91542,184,7,14,133000,108540,19000
CUST00672,Chanchal Nagy,Kolkata,West Bengal,5996288,26-09-2019,At Risk,1977,308,TRANS06788,25-02-2023,STORE0009,Online,UPI,3,1200,336,864,PROD0024,Himalaya Face Wash,Beauty,400,3,5,646100,118051,184,5,26,411200,340614,82240
CUST01225,Naveen Balay,Dharmanagar,Tripura,5996288,17-02-2019,At Risk,2198,744,TRANS01413,13-02-2021,STORE0009,Online,Cash,7,3500,875,2625,PROD0006,Aashirvaad Atta 10kg,Groceries,500,7,2,269500,48895,184,3,12,27000,21370,9000
CUST01250,Vihaan Vasa,Jalandhar,Punjab,556206,23-09-2023,VIP,519,132,TRANS07531,20-02-2021,STORE0009,Online,Cash,3,186000,33480,152520,PROD0004,"LG Smart TV 55""",Electronics,62000,3,3,269500,48895,184,11,37,485650,398965,44150
CUST00684,Aarnav Sahni,Silchar,Assam,5996288,10-12-2020,At Risk,1536,455,TRANS01745,16-10-2021,STORE0009,Online,Debit Card,6,15000,3750,11250,PROD0003,boAt Rockerz Headphones,Electronics,2500,6,5,467710,80668,184,6,35,81100,62265,13516.67
CUST01084,Victor Borra,Nagpur,Maharashtra,556206,14-06-2021,At Risk,1350,513,TRANS02330,14-03-2021,STORE0009,Online,UPI,5,7500,1650,5850,PROD0035,Funskool Puzzle,Toys,1500,5,5,193860,32545,184,4,14,24200,19249,6050
CUST01280,Tarak Dey,Jodhpur,Rajasthan,556206,04-08-2021,Regular,1299,18,TRANS05288,01-12-2021,STORE0009,Online,Cash,3,81000,16200,64800,PROD0002,"Mi Smart TV 32""",Electronics,27000,3,3,255000,48870,184,4,14,84790,67472.5,21197.5
CUST01049,Orinder Sheth,Karaikal,Puducherry,5996288,09-06-2020,At Risk,1720,367,TRANS02954,30-12-2023,STORE0009,Online,Credit Card,4,80000,13600,66400,PROD0019,Urban Ladder Bed,Furniture,20000,4,4,366090,63651.5,184,3,16,309000,250400,103000
CUST00922,Bakhshi Wali,Rishikesh,Uttarakhand,935516,15-04-2020,At Risk,1775,206,TRANS03113,08-06-2024,STORE0009,Online,Debit Card,1,800,160,640,PROD0010,Amul Cheese 1kg,Groceries,800,1,3,305460,55951,184,6,20,111400,93797,18566.67
CUST01121,Ganga Lal,Haldwani,Uttarakhand,556206,15-03-2020,At Risk,1806,560,TRANS02494,20-06-2023,STORE0009,Online,UPI,4,6000,1320,4680,PROD0035,Funskool Puzzle,Toys,1500,4,5,209760,32288,184,2,6,46000,37880,23000
CUST00599,Jacob Bhandari,Vijayawada,Andhra Pradesh,935516,10-09-2021,At Risk,1262,699,TRANS09570,01-12-2022,STORE0009,Online,UPI,2,4000,1000,3000,PROD0022,Forest Essentials Cream,Beauty,2000,2,4,64050,10835,184,6,12,101000,84478,16833.33
CUST00266,Mitesh Sant,Coimbatore,Tamil Nadu,6130613,28-09-2023,At Risk,514,386,TRANS09329,11-12-2023,STORE0009,Online,UPI,8,160000,27200,132800,PROD0019,Urban Ladder Bed,Furniture,20000,8,4,366090,63651.5,184,6,32,452800,372920,75466.67
CUST00869,Mitesh Kade,Durg,Chhattisgarh,556206,10-01-2021,At Risk,1505,291,TRANS00519,15-03-2024,STORE0009,Online,UPI,4,32000,6400,25600,PROD0015,Biba Salwar Suit,Clothing,8000,4,4,476450,81147.5,184,10,32,464350,389995,46435
CUST00969,Farhan Peri,Bhubaneswar,Odisha,935516,15-08-2018,Regular,2384,49,TRANS02454,12-11-2024,STORE0009,Online,UPI,5,4000,800,3200,PROD0010,Amul Cheese 1kg,Groceries,800,5,5,78400,14772,184,7,21,170580,139111,24368.57
CUST00714,Yashawini Samra,Shillong,Meghalaya,556206,25-08-2024,Regular,182,175,TRANS07136,30-10-2022,STORE0009,Online,Debit Card,2,8000,1600,6400,PROD0026,Philips Air Fryer,Appliances,4000,2,4,62000,12075,184,3,11,50400,40928,16800
CUST00574,Logan Lata,Srinagar,Jammu and Kashmir,935516,19-07-2019,Regular,2046,68,TRANS00701,24-10-2024,STORE0009,Online,Wallet,1,1000,250,750,PROD0032,Lego City Set,Toys,1000,1,3,139400,25290,184,8,17,238310,196281,29788.75
CUST01350,Avni Bera,Solan,Himachal Pradesh,935516,24-07-2023,At Risk,580,570,TRANS07095,01-10-2022,STORE0009,Online,UPI,2,5000,1250,3750,PROD0030,Prestige Induction,Appliances,2500,2,4,62000,12075,184,3,6,6800,5010,2266.67
CUST01473,Anvi Pai,Shillong,Meghalaya,556206,06-09-2020,Regular,1631,36,TRANS05668,14-07-2024,STORE0009,Online,Cash,5,135000,27000,108000,PROD0002,"Mi Smart TV 32""",Electronics,27000,5,3,217800,44469,184,10,34,525300,431430,52530
CUST00199,Xiti Loyal,Kargil,Ladakh,935516,11-02-2021,Regular,1473,128,TRANS01015,29-12-2022,STORE0009,Online,Cash,5,350,105,245,PROD0007,Tata Tea Gold 250g,Groceries,70,5,2,64050,10835,184,7,21,119350,97493,17050
CUST00099,Daniel Madan,Srinagar,Jammu and Kashmir,5996288,23-12-2020,Regular,1523,44,TRANS05450,01-02-2023,STORE0009,Online,UPI,7,14000,3500,10500,PROD0022,Forest Essentials Cream,Beauty,2000,7,4,646100,118051,184,5,28,69700,53745,13940
CUST01325,Urvi Gupta,Agartala,Tripura,5996288,20-08-2023,At Risk,553,535,TRANS00645,17-10-2021,STORE0009,Online,Cash,2,13000,2340,10660,PROD0014,Raymond Suit,Clothing,6500,2,2,467710,80668,184,9,40,400500,322535,44500
CUST00782,Tanvi Venkataraman,Shillong,Meghalaya,556206,25-11-2022,At Risk,821,574,TRANS02907,09-02-2021,STORE0009,Online,UPI,2,48000,7200,40800,PROD0016,Godrej Interio Sofa,Furniture,24000,2,4,269500,48895,184,5,16,185300,152506,37060
CUST00637,Nakul Pal,Vasco da Gama,Goa,556206,14-11-2019,At Risk,1928,773,TRANS06438,08-07-2022,STORE0009,Online,Cash,4,160000,24000,136000,PROD0001,"Samsung LED TV 40""",Electronics,40000,4,4,689000,118800,184,7,27,257500,215170,36785.71
CUST00523,Dalbir Sangha,Kota,Rajasthan,5996288,16-01-2022,VIP,1134,115,TRANS09480,07-09-2024,STORE0009,Online,UPI,7,140000,23800,116200,PROD0019,Urban Ladder Bed,Furniture,20000,7,4,670500,113760,184,5,25,537800,440550,107560
CUST01292,Bimala Yohannan,Hubli,Karnataka,556206,12-10-2023,Regular,500,114,TRANS09126,01-03-2021,STORE0009,Online,Wallet,2,800,224,576,PROD0024,Himalaya Face Wash,Beauty,400,2,3,193860,32545,184,5,12,30860,24935,6172
CUST00631,Chasmum Yogi,Jammu,Jammu and Kashmir,556206,28-05-2023,At Risk,637,406,TRANS08586,21-11-2023,STORE0009,Online,UPI,2,5000,1250,3750,PROD0003,boAt Rockerz Headphones,Electronics,2500,2,5,387610,64651,184,3,8,261000,213510,87000
CUST01266,Jhalak Savant,Tiruchirappalli,Tamil Nadu,5996288,05-12-2019,Regular,1907,86,TRANS03281,29-06-2024,STORE0009,Online,UPI,2,1000,300,700,PROD0021,Lakmé Foundation,Beauty,500,2,4,305460,55951,184,24,109,2068840,1710426,86201.67
CUST00701,Warinder Sachdev,Kota,Rajasthan,556206,04-12-2019,Regular,1908,138,TRANS05040,15-08-2024,STORE0009,Online,UPI,3,81000,16200,64800,PROD0002,"Mi Smart TV 32""",Electronics,27000,3,4,230500,46010,184,4,14,109500,86575,27375
CUST00434,Udarsh Acharya,Yanam,Puducherry,6130613,13-06-2020,VIP,1716,118,TRANS07170,08-07-2022,STORE0009,Online,UPI,2,16000,3200,12800,PROD0015,Biba Salwar Suit,Clothing,8000,2,4,689000,118800,184,8,36,309680,252046,38710
CUST01007,Nitara Gill,Ahmedabad,Gujarat,5996288,06-05-2021,Regular,1389,1,TRANS06561,08-11-2023,STORE0009,Online,UPI,4,160000,24000,136000,PROD0001,"Samsung LED TV 40""",Electronics,40000,4,5,387610,64651,184,26,130,1347430,1106883,51824.23
CUST00634,Tanvi Konda,Patna,Bihar,935516,21-02-2022,Regular,1098,58,TRANS03032,02-03-2021,STORE0009,Online,Cash,4,8000,2000,6000,PROD0022,Forest Essentials Cream,Beauty,2000,4,4,193860,32545,184,3,14,85500,69975,28500
CUST01309,Ayush Mani,Belgaum,Karnataka,556206,22-08-2018,Regular,2377,163,TRANS00726,21-07-2024,STORE0009,Online,Cash,1,2500,625,1875,PROD0030,Prestige Induction,Appliances,2500,1,3,217800,44469,184,4,15,37500,28500,9375
CUST01054,Mahika Hayre,Nagpur,Maharashtra,5996288,16-08-2022,Regular,922,57,TRANS05350,24-06-2021,STORE0009,Online,Debit Card,7,4900,1372,3528,PROD0009,Fortune Oil 5L,Groceries,700,7,5,162400,33997,184,4,25,106400,87213,26600
CUST00889,Hitesh Thaman,Hubli,Karnataka,556206,06-07-2023,Regular,598,98,TRANS07344,24-09-2024,STORE0009,Online,UPI,4,12000,2400,9600,PROD0033,Barbie Dreamhouse,Toys,3000,4,4,670500,113760,184,1,4,12000,9600,12000
CUST01259,Harish Thaman,Bokaro,Jharkhand,935516,20-08-2018,At Risk,2379,773,TRANS05860,20-11-2021,STORE0009,Online,Debit Card,1,2500,550,1950,PROD0011,Levi’s Men’s Jeans,Clothing,2500,1,3,515900,91542,184,6,13,33800,26505,5633.33
CUST01485,Jatin Atwal,Jamshedpur,Jharkhand,556206,17-01-2020,At Risk,1864,322,TRANS06629,21-05-2021,STORE0009,Online,UPI,4,26000,4680,21320,PROD0014,Raymond Suit,Clothing,6500,4,4,76900,14210,184,5,13,218000,179480,43600
CUST00018,Tripti Memon,Sambalpur,Odisha,935516,16-02-2018,Regular,2564,162,TRANS00601,22-07-2024,STORE0009,Online,Credit Card,3,1800,504,1296,PROD0034,Nerf Blaster,Toys,600,3,4,217800,44469,184,4,10,35300,27996,8825
CUST00382,Priya Ratti,Ranchi,Jharkhand,935516,24-08-2022,At Risk,914,871,TRANS05920,13-08-2022,STORE0009,Online,UPI,3,12900,2580,10320,PROD0012,Manyavar Kurta Set,Clothing,4300,3,4,38100,7810,184,5,16,143500,118896,28700
CUST00244,Ucchal Gole,New Delhi,Delhi,5996288,18-09-2023,At Risk,524,516,TRANS04831,05-10-2021,STORE0009,Online,Debit Card,7,3500,875,2625,PROD0006,Aashirvaad Atta 10kg,Groceries,500,7,5,467710,80668,184,5,27,216300,181265,43260
CUST01234,Jagvi Toor,Howrah,West Bengal,556206,23-11-2024,New,92,82,TRANS01841,01-04-2022,STORE0009,Online,Credit Card,2,70000,12600,57400,PROD0017,Pepperfry Dining Set,Furniture,35000,2,4,410500,71665,184,9,31,264950,215857.5,29438.89
CUST00114,Robert Aurora,Vasco da Gama,Goa,935516,13-11-2019,At Risk,1929,271,TRANS07057,21-01-2023,STORE0009,Online,UPI,5,12500,2750,9750,PROD0011,Levi’s Men’s Jeans,Clothing,2500,5,4,314710,56373,184,7,25,406870,338584,58124.29
CUST01266,Jhalak Savant,Tiruchirappalli,Tamil Nadu,5996288,05-12-2019,Regular,1907,86,TRANS00813,05-11-2022,STORE0009,Online,Wallet,3,7500,1650,5850,PROD0011,Levi’s Men’s Jeans,Clothing,2500,3,5,669200,109285,184,24,109,2068840,1710426,86201.67
CUST00566,Nitara Ravi,Dehradun,Uttarakhand,935516,13-08-2021,At Risk,1290,832,TRANS00266,11-08-2021,STORE0009,Online,Cash,2,13000,2340,10660,PROD0014,Raymond Suit,Clothing,6500,2,3,475900,83832,184,3,7,13190,10787,4396.67
CUST01219,Fiyaz Parmar,Durg,Chhattisgarh,556206,02-03-2019,At Risk,2185,424,TRANS09489,17-11-2022,STORE0009,Online,Credit Card,3,19500,3510,15990,PROD0014,Raymond Suit,Clothing,6500,3,3,669200,109285,184,7,16,130900,106714,18700
CUST00440,Yamini Choudhry,Varanasi,Uttar Pradesh,935516,16-08-2020,At Risk,1652,240,TRANS07111,05-05-2024,STORE0009,Online,UPI,3,16500,3300,13200,PROD0018,Nilkamal Chair Set,Furniture,5500,3,4,157650,27952.5,184,4,11,224500,189440,56125
CUST00770,Yashawini Shah,Jammu,Jammu and Kashmir,5996288,04-12-2022,VIP,812,109,TRANS03016,21-04-2024,STORE0009,Online,UPI,4,140000,25200,114800,PROD0017,Pepperfry Dining Set,Furniture,35000,4,4,297600,51470,184,9,52,1326500,1094335,147388.89
CUST00488,Hemal Boase,Karimnagar,Telangana,5996288,02-12-2021,At Risk,1179,714,TRANS02430,17-01-2023,STORE0009,Online,UPI,4,248000,44640,203360,PROD0004,"LG Smart TV 55""",Electronics,62000,4,4,314710,56373,184,1,4,248000,203360,248000
CUST00894,Bhavna Dhawan,Haldwani,Uttarakhand,935516,04-03-2019,Regular,2183,90,TRANS03803,25-11-2022,STORE0009,Online,Credit Card,4,96000,14400,81600,PROD0016,Godrej Interio Sofa,Furniture,24000,4,4,669200,109285,184,21,75,1258320,1044826.5,59920
CUST00941,Sudiksha Nori,Dehradun,Uttarakhand,556206,04-09-2020,At Risk,1633,244,TRANS04518,23-05-2021,STORE0009,Online,Debit Card,3,2400,480,1920,PROD0010,Amul Cheese 1kg,Groceries,800,3,5,76900,14210,184,7,24,237360,199037,33908.57
CUST01150,Pavani Barman,Tawang,Arunachal Pradesh,556206,13-09-2021,Regular,1259,42,TRANS07515,29-07-2021,STORE0009,Online,Credit Card,4,120,42,78,PROD0008,Maggi Noodles 280g,Groceries,30,4,4,128620,23392,184,7,26,117990,97552.5,16855.71
CUST00803,Amara Doctor,Sambalpur,Odisha,935516,25-05-2024,Regular,274,27,TRANS01077,18-07-2021,STORE0009,Online,Cash,5,7500,1650,5850,PROD0025,Maybelline Lipstick,Beauty,1500,5,4,128620,23392,184,4,12,64000,52900,16000
CUST00366,Wakeeta Patla,Rourkela,Odisha,556206,05-03-2020,Regular,1816,141,TRANS00634,16-05-2023,STORE0009,Online,UPI,5,4000,800,3200,PROD0010,Amul Cheese 1kg,Groceries,800,5,5,34500,7646,184,7,24,86280,68656,12325.71
CUST00332,Oeshi Kalita,Manali,Himachal Pradesh,6130613,13-12-2022,VIP,803,170,TRANS03150,14-07-2024,STORE0009,Online,UPI,5,7500,1650,5850,PROD0025,Maybelline Lipstick,Beauty,1500,5,5,217800,44469,184,4,14,200900,163998,50225
CUST00614,Samar Gaba,Aurangabad,Maharashtra,935516,01-01-2021,VIP,1514,93,TRANS00019,22-02-2022,STORE0009,Online,Cash,2,8600,1720,6880,PROD0012,Manyavar Kurta Set,Clothing,4300,2,3,16670,3741,184,8,31,268450,214665,33556.25
CUST00981,Frederick Jayaraman,Patna,Bihar,556206,27-08-2022,VIP,911,123,TRANS08293,09-12-2022,STORE0009,Online,Cash,1,40000,6000,34000,PROD0001,"Samsung LED TV 40""",Electronics,40000,1,2,64050,10835,184,6,19,282100,232347,47016.67
CUST00466,Aahana Nadig,Bhilai,Chhattisgarh,5996288,23-06-2019,At Risk,2072,394,TRANS01546,20-02-2021,STORE0009,Online,Credit Card,6,3000,750,2250,PROD0006,Aashirvaad Atta 10kg,Groceries,500,6,3,269500,48895,184,5,19,251000,212210,50200
CUST00579,Ekbal Kumer,Ujjain,Madhya Pradesh,935516,23-12-2021,At Risk,1158,680,TRANS08298,03-08-2022,STORE0009,Online,UPI,2,16000,2880,13120,PROD0027,LG Microwave Oven,Appliances,8000,2,4,38100,7810,184,4,11,67000,54620,16750
CUST00004,Janaki Jani,Faridabad,Haryana,556206,22-02-2023,VIP,732,153,TRANS04902,08-07-2024,STORE0009,Online,UPI,2,5000,1250,3750,PROD0030,Prestige Induction,Appliances,2500,2,4,217800,44469,184,8,24,301000,246400,37625
CUST00284,Ucchal Morar,Shimla,Himachal Pradesh,556206,13-07-2020,Regular,1686,61,TRANS05609,13-06-2022,STORE0009,Online,UPI,4,96000,14400,81600,PROD0016,Godrej Interio Sofa,Furniture,24000,4,5,145920,23701,184,4,14,107600,90602,26900
